kf_Location ID,Place ID,place_needs_review,place_reported_closed,place_no_url_title,multiple_location_unique_name,place parent id,place_tags,phone,email
28658,28658,,,,,,"breakfast, lunch, dinner",(707) 996-5151,matthew@schellvillegrill.com
28659,28659,,,,,,"breakfast, lunch, dinner",510.649.8538,
28660,28660,,,,,,"breakfast, lunch, burgers",510.704.9900,
28661,28661,,,,,,"breakfast, lunch, dinner",510-594-1221,rudy@rudyscantfailcafe.com
28662,28662,,,,,,haitian,305-672-2898,
28663,28663,,,,,,Puertorrican,305-227-1232,bennyseafood@gmail.com
28664,28664,,,,,,hoagies,954-989-0561,famous-steaks@msn.com
28665,28665,,,,,,,954-524-2003,
28666,28666,,,,,,,954-345-9190,info@thewhalerawbar.com
28667,28667,,,,,,"New_York, deli, bakery, bagels, breakfast, lunch, dinner",(561) 742-4144,info@flakowitzofboynton.com
28668,28668,,,,,,"retreat, fasting, spiritual",(760) 251-2261,info@wecarespa.com
28669,28669,,,,,,treehouses,479-253-8667,info@treehousecottages.com
28670,28670,,,,,,,479-253-7979,mountvictoria@cox.net
28671,28671,,,,,,,479-253-5405,info@the-angel.com
28672,28672,,,,,,contemporary_american,707 944.2222,info@reddnapavalley.com
28674,28674,,,,,,,914.591.5888,
28676,28676,,,,,,wine_bar,619.291.8221,
28677,28677,,,,,,,707-431-7745,jacque@stuhlmullervineyards.com
28678,28678,,,,,,"wine , tasting, sonoma",707-526-WINE,info@suncewinery.com
28679,28679,,,,,,tasting,707-823-2049,info@taftstreetwinery.com
28680,28680,,,,,,,707-843-1823,info@tallulahwines.com
28681,28681,,,,,,"talty , winery",707.433.8438,MTalty@TaltyVineyards.com
28682,28682,,,,,,"wine, tasting",(707) 395-3902,tandem@tandemwinery.com
28683,28683,,,,,,,707-544-9049,inquiries@tarabellawinery.com
28684,28684,,,,,,"wine, tasting, tour, vineyards",(707) 433-3104,info@Trentadue.com
28685,28685,,,,,,tasting,707.433.9545,info@truetthurst.com
28686,28686,,,,,,"wine , wineries, tasting",(707) 833-0526,info@tycaton.com
28687,28687,,,,,,"wine , wineries , zinfandel , food , healdsburg , sonoma",(707) 433-5590,Alex@untivineyards.com
28688,28688,,,,,,sonoma,707.433.9000,info@veritewines.com
28689,28689,,,,,,tasting,707.833.2300,wine@vjbcellars.com
28690,28690,,,,,,tasting,(415) 359-1206,info@wattlecreek.com
28691,28691,,,,,,"wine , tasting, tours, picnics, wineries , vineyards , glen_ellen , sonoma",(707) 939-0708,wv@wellingtonvineyards.com
28692,28692,,,,,,"wine, tasting",(707) 433-8429,tastingroom@whiteoakwinery.com
28693,28693,,,,,,,707-433-4355,
28694,28694,,,,,,"tasting, tour, vineyard",707-433-8511,virginia@yoakimbridge.com
28695,28695,,,,,,tasting,(707) 887-2703,nick@woodenheadwine.com
28696,28696,,,,,,,707-433-4050,info@windsoroaks.com
28697,28697,,,,,,,(619) 698-0096,
28698,28698,,,,,,"cocktails, liquor",504-569-0405,info@MuseumOfTheAmericanCocktail.org
28699,28699,,,,,,cafe,805-543-3559,brett@nauticalbean.com
28700,28700,,,,,,"beer, food",(415) 503 1033,
28701,28701,,,,,,beer,503-232-8538,
28702,28702,,,,,,beer,,
28703,28703,,,,,,"beer, pastries, food, shopping",503.206.4252,sarah@saraveza.com
28704,28704,,,,,,,631.749.0626,sylvestermanor@gmail.com
28705,28705,,,,,,,914 366 6200,info@stonebarnscenter.org
28706,28706,,,,,,organic,609-737-8899,
28707,28707,,,,,,"wine, tasting",925-455-6320,winery@bentcreekwinery.com
28708,28708,,,,,,,925-606-0554,aguirre_sylvia@yahoo.com
28709,28709,,,,,,,925-373-6636,
28710,28710,,,,,,tasting,925-454-3040,bonnie@charlesrvineyards.com
28711,28711,,,,,,"tasting, wine",510-582-9900,chouinard@chouinard.com
28712,28712,,,,,,"wine , tasting, california , winery",(925) 456-2505,info@concannonvineyard.com
28713,28713,,,,,,tasting,(925) 449-0458,info@crookedvine.com
28714,28714,,,,,,tasting,(925)245-9756,info@deerridgevineyards.com
28715,28715,,,,,,tasting,925-862-2377,info@elliston.com
28716,28716,,,,,,,(925) 447-5246,info@fenestrawinery.com
28717,28717,,,,,,"wine, tasting",925-371-8200,garre@garrewinery.com
28718,28718,,,,,,,925 456-9463,
28719,28719,,,,,,,925-373-1662,leschenesvine@aol.com
28720,28720,,,,,,,(925) 454-9463,info@lvcwines.com
28721,28721,,,,,,tasting,925-931-0744,Mitchellkatzwine@aol.com
28722,28722,,,,,,"wine, tasting",(925) 456-2390,tastingroom@murrietaswell.com
28723,28723,,,,,,tasting,925-443-0434,
28724,28724,,,,,,tasting,925.443.1998,tastingroom@rmwinery.com
28725,28725,,,,,,tasting,(925) 931-WINE,info@rubyhillwinery.net
28726,28726,,,,,,wine,925-456-2380,orders@tamasestates.com
28727,28727,,,,,,tasting_room,(925) 606-WINE,patty@teslavintners.com
28728,28728,,,,,,olives,(925) 455-8710,Charles@TheOlivina.com
28729,28729,,,,,,,925.606.7411,rhonda@woodfamilyvineyards.com
28730,28730,,,,,,"dance, ballet",(925) 373-6800,
28731,28731,,,,,,opera,925-960-9210,
28732,28732,,,,,,"film, movies",925.277.1355,info@caiff.org
28733,28733,,,,,,"concerts, symphony",(925) 447-3672,Tickets@livamsymph.org
28734,28734,,,,,,"sculpture, glass, crafts, jewelry, art",925-846-4322,info@studio7finearts.com
28735,28735,,,,,,,,wgallerywest@ymail.com
28736,28736,,,,,,motorcycles,925-479-6350,contact@arlenness.com
28737,28737,,,,,,"automobiles , blackhawk , cars , autos",925.736.2277,museum@blackhawkmuseum.org
28738,28738,,,,,,,925-837-3750,info@museumsrv.org
28739,28739,,,,,,,925.462.2766,info@museumonmain.org
28740,28740,,,,,,"concerts, symphony",(925)-934-SHOW,
28741,28741,,,,,,opera,925-944-9610,info@festivalopera.com
28742,28742,,,,,,"music , theater",925.943.SHOW,
28743,28743,,,,,,,(925) 314-3400,
28744,28744,,,,,,,(925) 447-2545,info@vinecinema.com
28745,28745,,,,,,,925-846-0511,info@aventinemedspa.com
28746,28746,,,,,,,925-362-9892,
28747,28747,,,,,,,925.858.5778,office@spabelladayspa.com
28748,28748,,,,,,mens,925-931-9130,sales@accsentials.com
28749,28749,,,,,,bicycles,925.828.8676,
28750,28750,,,,,,,925 371 8700,lilyannslingerie@sbcglobal.net
28751,28751,,,,,,"cookware, cooking, classes, kitchen",925-600-7267,info@pansonfire.com
28752,28752,,,,,,,(925) 463-2778,
28753,28753,,,,,,,(925) 426-6666,
28754,28754,,,,,,,(925) 443-3122,
28755,28755,,,,,,,(925) 456-8202,info@poppyridgegolf.com
28756,28756,,,,,,,925-828-6100,
28757,28757,,,,,,,925.862.2404,
28758,28758,,,,,,,(925) 735-4253,
28759,28759,,,,,,bowling,(925)828-7550,bowl@earlanthonysdublinbowl.com
28760,28760,,,,,,bowling,925-447-5600,
28761,28761,,,,,,"alameda , fair",925 426-7600,
28762,28762,,,,,,"science, technology, tours, physics , llnl , laboratory , government , research , energy ,",(925) 423-3272,
28763,28763,,,,,,"fun , kids , pleasanton, arcade, playground, entertainment, family",925-271-5880,info@superfranks.com
28764,28764,,,,,,"kart, racing",925.373.RACE,
28765,28765,,,,,,,(925) 455-7070,
28766,28766,,,,,,,925.961.1000,
28767,28767,,,,,,,(925)249-1261,info@primrosebakery.com
28768,28768,,,,,,,925-736-4295,
28769,28769,,,,,,restaurant,925-820-7200,
28770,28770,,,,,,,(925) 314-0974,esin@esinrestaurant.com
28771,28771,,,,,,,925-838-7611,info@patrickdavids.com
28772,28772,,,,,,"food , california , restaurant , restaurants",925.461.3113,manager@staceyscafe.com
28773,28773,,,,,,,925.820.6611,info@thepeasantandthepear.com
28774,28774,,,,,,,925-846-2520,
28775,28775,,,,,,,925.484.1001,fun@girasolegrill.com
28776,28776,,,,,,,925-456-3333,info@terramiarestaurant.com
28777,28777,,,,,,,925-462-2316,info@albertoscantina.com
28778,28778,,,,,,,925-417-1224,info@blueagaveclub.com
28779,28779,,,,,,,925-600-9200,
28780,28780,,,,,,,925-833-0995,
28781,28781,,,,,,contemporary_american,585.454.6020,contact@2vine.com
28782,28782,,,,,,"plantation, coffee",808-322-2100,sales@konajoe.com
28783,28783,,,,,,burger,,
28784,28784,,,,,,,209-729-8111,
28785,28785,,,,,,,209-852-0404,
28786,28786,,,,,,,(209) 532-0111,
28787,28787,,,,,,"lake, golf, marina, camping, restaurant, yosemite , travel",(209)962-8600,
28788,28788,,,,,,rafting,(209) 847-4671,INFO@RIVERJOURNEY.COM
28789,28789,,,,,,"rafting, river",209.962.0367,info@sierramac.com
28790,28790,,,,,,"lake, recreation, boating, picnicking, camping",(209)852-2396,DonPedroLake@TID.org
28791,28791,,,,,,lake,800-255-5561,
28792,28792,,,,,,lodging,(209) 965-3333,frontdesk@pinecrestlakeresort.com
28793,28793,,,,,,"park , camping , yosemite , california , parks , outdoors , travel , usa , hiking , nationalpark",209/372-0200,
28794,28794,,,,,,trains,(209) 984-3953,
28795,28795,,,,,,,(209) 536-1778,info@stage3.org
28796,28796,,,,,,dining,209-962-4000,info@groveland.com
28797,28797,,,,,,,(209) 728-8422,info@murphyscreektheatre.org
28798,28798,,,,,,,209-962-8904,info@iron-door-saloon.com
28799,28799,,,,,,,209 - 962 - 6744,berkshire_inn@sbcglobal.net
28800,28800,,,,,,,209-962-1942,
28801,28801,,,,,,,(866) 962-6548,info@yosemiterose.com
28802,28802,,,,,,"horses, riding",209-984-4448,
28803,28803,,,,,,tasting,209 984-1500,gianellivineyards@hub3.net
28804,28804,,,,,,"prospecting , gold",209.984.4653,info@goldprospecting.com
28805,28805,,,,,,restaurant,(209) 984-3902,info@jamestownhotel.com
28806,28806,,,,,,hotel,(209) 984-5271,info@AbviJamestown.com
28807,28807,,,,,,,209-984-3429,innkeeper@victoriangoldbb.com
28808,28808,,,,,,"soaps, candles",209-536-9047,candle@mlode.com
28809,28809,,,,,,,831-419-7783,briggshospitality@yahoo.com
28810,28810,,,,,,,209 532-8491,jimc@mtbrowwinery.com
28811,28811,,,,,,,(209) 533 - 4709,bannyscafe@sbcglobal.net
28812,28812,,,,,,tasting,(209) 728-0500,Info@muir-hanna.com
28813,28813,,,,,,,209.532.1227,JKennedy@OutlawsBarBQ.com
28814,28814,,,,,,"chinese, japanese, sushi",209-532-2638,
28815,28815,,,,,,"skating, ice-skating",209-588-0776,
28816,28816,,,,,,"fruit, berries, apples, bakery",(209) 532-2534,hal@sierraglenranch.com
28817,28817,,,,,,,(877) 747-8777,Info@blackoakcasino.com
28818,28818,,,,,,"apples, bakery, deli, gifts",(209)928-4689,
28819,28819,,,,,,"arboretum, nursery, maples",209-928-3991,maplesbydesign@mlode.com
28820,28820,,,,,,,209-928-4287,slide@goldrush.com
28821,28821,,,,,,,(209) 586- 9410,wynal@aol.com
28822,28822,,,,,,,209. 586.0757,stephanie@mccaffreyhouse.com
28823,28823,,,,,,,(209) 586-3131,twainhartegolf@yahoo.com
28824,28824,,,,,,,209.586.6100,thm@twainhartemarket.com
28825,28825,,,,,,"horses, mules, trails, riding, wilderness",(209) 965-3402,
28826,28826,,,,,,"ski , skiing , california , dodgeridge , bayarea",209-965-3474,info@dodgeridge.com
28827,28827,,,,,,"sledding , vacation , park , snow , play, kids , fun , tubing , entertainment",(209)965.4719,
28828,28828,,,,,,"horsesback_riding, restaurant, fishing, hunting, wilderness, store, saloon",209-965-3911,
28829,28829,,,,,,restaurant,209 965-3662,
28830,28830,,,,,,"casino, hotel, dining, shopping",209-223-1677,
28831,28831,,,,,,"yosemite , railroad , train , trains",559-683-7273,
28832,28832,,,,,,,209 928-3300,
28833,28833,,,,,,,(209) 532-1317,info@tchistory.org
28834,28834,,,,,,,209-962-0232,askdranns@yahoo.com
28835,28835,,,,,,,(209) 533-4862,
28836,28836,,,,,,,209.532.6039,barrettagardens@hotmail.com
28837,28837,,,,,,massage,209.532.0883,bellacollina@sierrasurfin.com
28838,28838,,,,,,"fair, county, fairgrounds",530-273-6217,info@nevadacountyfair.com
28839,28839,,,,,,,530-477-0906,
28840,28840,,,,,,"accesories, pet, home, new, vintage",530-265-6992,sales@laloolaloo.com
28841,28841,,,,,,,(530) 265-8104,info@lacachejewelry.com
28842,28842,,,,,,women's,530.265.6710,judi@judisofnevadacity.com
28843,28843,,,,,,"shopping, antiques",800-808-7429,
28844,28844,,,,,,,(530)-582-0557,info@thecarmelgallery.com
28845,28845,,,,,,modern_american,530.888.8492,Info@MonkeyCat.com
28846,28846,,,,,,"mining, gold, geology, history",530-287-3330,info@undergroundgold.com
28847,28847,,,,,,"organic, heirloom",(530) 274-9059,
28848,28848,,,,,,,530-470-0902,contact@ncngrrmuseum.org
28849,28849,,,,,,"sandwiches, salads, desserts, coffee, tea",(530) 271-7222,bankstreetcafe@yahoo.com
28850,28850,,,,,,,530-274-3825,johnna@graygoosebistro.com
28851,28851,,,,,,"pizza, burgers",(530) 265 5838,
28852,28852,,,,,,sushi,530-274-0144,
28853,28853,,,,,,restaurant,530-265-5824,
28854,28854,,,,,,,800-600-6424,
28855,28855,,,,,,swiss,(530) 273-8272,chefkarl@swisschef.com
28856,28856,,,,,,restaurant,530 273-2041,
28857,28857,,,,,,,530.265.5697,citronee@sbcglobal.net
28858,28858,,,,,,fondue,530-265-9093,
28859,28859,,,,,,,(530) 587-5711,
28860,28860,,,,,,"cross_country, ski , skiing , winter , california , tahoe, lodging, dining",800-500-3871,reservations@royalgorge.com
28861,28861,,,,,,tasting,530-292-3235,info@doubleoakwinery.com
28862,28862,,,,,,,(530) 478-1068,
28863,28863,,,,,,,530-274-2164,info@lucchesivineyards.com
28864,28864,,,,,,,530-346-6577,
28865,28865,,,,,,,(530) 268-9059,info@naggiarvineyards.com
28866,28866,,,,,,,(530) 265-9463,
28867,28867,,,,,,,530.432.3321,
28868,28868,,,,,,,(530) 268-9225,
28869,28869,,,,,,,530-273-7032,christina@smithvineyard.com
28870,28870,,,,,,,530-271-0990,taste@solunewinery.com
28871,28871,,,,,,,415.328.5611,order@szabovineyards.com
28872,28872,,,,,,music,530-265-0116,
28873,28873,,,,,,"music, food",(530) 470-8443,
28874,28874,,,,,,"music, coffee, burgers, salad, soup, sandwiches, appetizers",530.274.2411,
28875,28875,,,,,,music,(530) 470-8459,
28876,28876,,,,,,"bakery, deli, coffee, smoothies, music",530-273-2904,amy_and_chamba@summerthymes.com
28877,28877,,,,,,sewing,530-273-9386,sew@fabricsonmillst.com
28878,28878,,,,,,,(530) 265-5040,info@minersfoundry.org
28879,28879,,,,,,,(530) 265-8686,obs@offbroadstreet.com
28880,28880,,,,,,,(530) 272-4725,stjcc@nccn.net
28881,28881,,,,,,college,,artstickets@elcamino.edu
28882,28882,,,,,,,(530) 478-1990,info@nevadacitypictureframing.com
28883,28883,,,,,,,(530) 272-7287,
28884,28884,,,,,,"artists , galleries , gallery , illustration , art",530-265-9ART,julie@juliebakerfineart.com
28885,28885,,,,,,"lake, camping, boating, hiking, swimming, fishing",(530) 265-5302,reservations@scottsflatlake.com
28886,28886,,,,,,"lake, boating, camping",530-432-6302,rentals@englebrightlake.com
28887,28887,,,,,,"lake, houseboating, camping, boating",877-692-3201,
28888,28888,,,,,,"lake, boating, cabins, camping",530-692-1600,info@collinslake.com
28889,28889,,,,,,"outdoor, kayaking, winter",530.477.2722,
28890,28890,,,,,,,530-273-7315,swensonsoutdoor@sbcglobal.net
28891,28891,,,,,,"skiing, tubing",(530) 426?3666,borealinfo@borealski.com
28892,28892,,,,,,"ski , skiing , tahoe",(530) 426-3635,DSRInfo@DonnerSkiRanch.com
28893,28893,,,,,,"ski , skiing , ca , tahoe , resort",(530)525.2900,smile@skihomewood.com
28894,28894,,,,,,"tubing, snowpark, ski , skiing , vacation , california , snow , tahoe , resort , travel , kids , snowboarding",530.426.3901,info@skisodasprings.com
28895,28895,,,,,,"lodging, dining",(530) 426-9000,
28896,28896,,,,,,,(530) 587-9444,ski@tahoedonner.com
28897,28897,,,,,,cross_country,(530) 587-9484,xcski@tahoedonner.com
28898,28898,,,,,,"gym, fitness",530-477-8800,contactus@clubsierrafitness.com
28899,28899,,,,,,bowling,530-274-6484,
28900,28900,,,,,,"gym, fitness",530.885.1964,
28901,28901,,,,,,"store, restaurant, organic",530-265-9392,
28902,28902,,,,,,"lodge, cabins",(435)686.2284,relax@mtpeale.com
28903,28903,,,,,,,,info@mjt.org
28904,28904,,,,,,"spiritual, psychic",619-444-7062,uriel@unarius.org
28905,28905,,,,,,"peace_officers, prison",(916) 985-2561,jbrown@folsomprisonmuseum.org
28908,28908,,,,,,,808-579-8030,moon@paiafishmarket.com
28909,28909,,,,,,"french, italian",773-248-1155,info@soccachicago.com
28911,28911,,,,,,,212-243-4020,
28912,28912,,,,,,hot_dogs,843-884-7677,jack@alljack.net
28913,28913,,,,,,,(901) 523-0200,
28914,28914,,,,,,italian,(631) 368-3156,
28915,28915,,,,,,"lunch, sandwiches, burgers, cafe",(760) 439-6355,
28916,28916,,,,,,"pastas, salads, sandwiches, burgers",773-444-2244,Rlubliner@excite.com
28917,28917,,,,,,"breakfast, lunch, dinner",(415) 393-4515,nfo@caffedelucchi.com
28918,28918,,,,,,"breakfast, lunch, dinner",310 392 4937,info@sucasaatvenicebeach.com
28919,28919,,,,,,,(503) 325-6152,abeco@seasurf.net
28920,28920,,,,,,"computer , computers , it , technology , hardware , cpu , companies , intel",(408) 765-0503,
28921,28921,,,,,,"boat, cruise, sightseeing, ferry , california , sanfrancisco , sf , alcatraz , transportation",415.705.8200,info@blueandgoldfleet.com
28922,28922,,,,,,"parties, receptions",408-463-0661,
28923,28923,,,,,,train,(831) 335-4484,
28924,28924,,,,,,tennis,408.980.9515,
28925,28925,,,,,,"dining , shopping , restaurant , bayarea , mall , sanjose",408-551-4611,
28926,28926,,,,,,"saratoga , wine , winery",408-867-1012,info@cinnabarwinery.com
28927,28927,,,,,,,408-249-5541,madstinn@aol.com
28928,28928,,,,,,"bicycles, bikes",707-775-4676,
28929,28929,,,,,,"rafting, kayaking, fishing, camping, clothing",707-766-8070,
28930,28930,,,,,,,(707) 795-6121,
28931,28931,,,,,,"skateboarding, bmx, bike, park",707 766 7267,UltimateBMXBully@aol.com
28932,28932,,,,,,"massage, yoga",707-769-9933,bodyworksyoga@sbcglobal.net
28933,28933,,,,,,,(707) 763-5777,quiescencedayspa@gmail.com
28934,28934,,,,,,horseback_riding,(707) 665-0600,fashionstables@hotmail.com
28935,28935,,,,,,"horses , horseback_riding, sanfrancisco , pointreyes",415-663-1570,
28936,28936,,,,,,"dairy, tour, cheese, marin , california , food",(800) 292-6001,Cheesefactory@MarinFrenchCheese.com
28937,28937,,,,,,"california , sanfrancisco , food , travel",707-763-0161,elisa@dellafattoria.com
28938,28938,,,,,,"chocolates, dessert",707-778-9888,
28939,28939,,,,,,,(707) 763-2727,beans@petalumacoffee.com
28940,28940,,,,,,"roses , shopping , garden , petaluma, nursery",707-795-0919,info@gardenvalley.com
28941,28941,,,,,,,707.762.7041,
28942,28942,,,,,,,,
28943,28943,,,,,,restaurant,(707) 765-5760,friends@kodiakjacks.com
28944,28944,,,,,,"adobe, state_park, rancho",707-762-4871,petadobe@parks.ca.gov
28945,28945,,,,,,"succulents , nursery",707-778-8278,jerry@gpdesert.com
28946,28946,,,,,,"nursery , garden, natives",707-769-1213,nursery@northcoastnativenursery.com
28947,28947,,,,,,landscaping,(707) 559-7077,info@bertotti.com
28948,28948,,,,,,"gardening , compost , garden , sonoma",707.664.9113,office@sonomacompost.com
28949,28949,,,,,,"ports, sherry, muscat, grappa, tasting",707-769-5203,trish@portworks.com
28950,28950,,,,,,"dolls, antique, modern, repairs, restoration",(707) 765-6935,ColleenRRichardson@comcast.net
28951,28951,,,,,,,707/763-7371,GlassTrail@gmail.com
28952,28952,,,,,,,(707) 775-4ART,info@riverfrontartgallery.com
28953,28953,,,,,,,707.778.8277,MLG528@earthlink.net
28954,28954,,,,,,"art, music, breakfast, lunch, dinner, coffee",707.778.6060,
28955,28955,,,,,,"art , petaluma",707-762-5600,
28956,28956,,,,,,"apparel, lingerie, vintage, jewelry",707-766-6199,StarStruckboutique@sbcglobal.net
28957,28957,,,,,,portland,503.228.1515,
28958,28958,,,,,,"designer, consignment",707-765-2807,sales@vickissecret.com
28959,28959,,,,,,"organic, mediterranean",707.778.9900,
28960,28960,,,,,,,707-789-9296,
28961,28961,,,,,,sushi,707.763.2300,
28962,28962,,,,,,,707-773-3232,
28963,28963,,,,,,,707-773-1271,
28964,28964,,,,,,market,(707) 762-5464,general@petalumamarket.com
28965,28965,,,,,,,(707) 762-5997,DiningAtItsBest@att.net
28966,28966,,,,,,"restaurant, wine_bar",707-766-7600,info@risibisirestaurant.com
28967,28967,,,,,,,707-762-1700,
28968,28968,,,,,,new_american,(707) 765-4567,info@GraffitiPetaluma.com
28969,28969,,,,,,,707-763-8327,
28970,28970,,,,,,,707-769-8545,reservations@papastaverna.com
28971,28971,,,,,,,707-763-3333,pazzoinc@sbcglobal.net
28972,28972,,,,,,,(619) 220-8222,info@olivettosd.com
28974,28974,,,,,,,650-701-1000,
28975,28975,,,,,,women's,(650) 299-0990,
28976,28976,,,,,,,(650) 367-9625,mail1@oldtruckantiques.com
28977,28977,,,,,,,(619) 232-STAR,info@starlighttheatre.org
28978,28978,,,,,,"all-world, organic",413-665-2102,info@blueherondining.com
28979,28979,,,,,,"galleries , museums , contemporary , art , honolulu , museum , usa , oahu , hawaii",(808) 526-1322,info@tcmhi.org
28980,28980,,,,,,"aviation , aircraft , travel , museum , oahu , hawaii , military",(808) 441-1000,Reservations@PacificAviationMuseum.org
28981,28981,,,,,,"breakfast, brunch, lunch, bakery, tea",(808) 988-5800,
28982,28982,,,,,,,(808) 469-3000,
28984,28984,,,,,,,808-733-0274,dht@diamondheadtheatre.com
28985,28985,,,,,,"army, military",(808) 955-9552,info@hiarmymuseumsoc.org
28986,28986,,,,,,"tour, estate, architecture , travel , oahu , hawaii, islam, art, culture",(808) 734-1941,shangrilatickets@honoluluacademy.org
28987,28987,,,,,,"horseback , adventure , lost , movie , travel , oahu , hawaii, tours",808 237-7321,activityinfo@kualoaranch.com
28988,28988,,,,,,golf,(808) 695-9544,reservations@makaharesort.net
28989,28989,,,,,,"glider, sailplane, travel , hawaii",808-637-0207,
28990,28990,,,,,,"skydiving , travel , hawaii",808 637-9700,skydivehawaii@hawaii.rr.com
28992,28992,,,,,,"honolulu , hawaii , pearlharbor",(808) 422-3300,
28993,28993,,,,,,hawaii,808-262-8540,vacationinhawaii@hawaii.rr.com
28994,28994,,,,,,hawaii,(808) 254-4234,findparadise@earthlink.net
28995,28995,,,,,,"okinawan, art, culture, theater, gardens, museum",(808) 676-5400,info@huoa.org
28996,28996,,,,,,"hawaii, opera",(808) 596-7858,hotopera@hawaiiopera.org
28997,28997,,,,,,,,
28998,28998,,,,,,,808.521.2903,info@artsatmarks.com
28999,28999,,,,,,,808-372-7522,reservations@kahukufarms.com
29000,29000,,,,,,"luau , entertainment, travel , oahu , hawaii",808-842-5911,info@paradisecovehawaii.com
29001,29001,,,,,,,(808) 637-3474,chupu@hawaii.rr.com
29002,29002,,,,,,"snorkeling, vacation , travel , hawaii",(808) 239-5579,
29003,29003,,,,,,"lessons , surfing , surf , hawaii",(808) 772-4583,Info@GirlsWhoSurf.com
29004,29004,,,,,,"surfing , rentals , hawaii",(808) 672-5055,
29005,29005,,,,,,"sailing, canoe",(808) 212-6053,contact@islandsailskauai.com
29006,29006,,,,,,"snorkel, dolphins, hawaii",(808) 396-2068,reservations@koolinaoceanadventures.com
50496,29007,,,,,53173,sailing,808-922-5665,sails@leahi.com
29008,29008,,,,,,surfing,808-637-2977,Lessons@NorthShoreSurfGirls.com
29009,29009,,,,,,stand-up-paddle,(808) 372-9304,
29010,29010,,,,,,"surfing , hawaii",(808) 295-1241,edison@surfhawaii4u.com
29011,29011,,,,,,"sailing, cruise, hawaii",808-973-0311,captken@hawaii.rr.com
29012,29012,,,,,,"parasailing, jet_ski",808.737.3599,info@xtremeparasail.com
29013,29013,,,,,,spa,(808) 679-0079,info@ihilani.com
29014,29014,,,,,,,808.924.2121,George@spaolakino.com
29015,29015,,,,,,,(808) 955-0555,information@halekoa.com
29016,29016,,,,,,"sandwiches, soups, salads, coffee, breakfast",808-521-1837,
29017,29017,,,,,,spa,808.922.3111,
29018,29018,,,,,,,(808) 922-3861,
29019,29019,,,,,,"lunch, burgers",808-921-2255,
29020,29020,,,,,,hawaii,808-637-3059,
29021,29021,,,,,,"hawaii, pacific_rim",808-585-0011,chai@chaisislandbistro.com
29022,29022,,,,,,japan,808.973.9111,
29023,29023,,,,,,"bath, body, lotions, soaps",(808) 262 - 3260,info@lanikaibathandbody.com
29024,29024,,,,,,"travel , oahu , hawaii , waikiki",808-931-3593,
29025,29025,,,,,,"shopping , hawaii",(808) 597-1172,vwardinfo@generalgrowth.com
29026,29026,,,,,,,(503) 325-6172,benjamin@benjaminyounginn.com
29027,29027,,,,,,new_american,808-935-4939,hilobaycafe.email@hawaiiantel.net.
29028,29028,,,,,,,(808) 934-7540,info@naungmaithai.com
29029,29029,,,,,,"burgers, hawaiian",408-269-8883,info@myohanagrill.com
29030,29030,,,,,,Andrew_Johnson,423-638-3551,
29031,29031,,,,Splash Country,,"water_park, vacation , dollywood , family , parks , tennessee , fun , gatlinburg",800-365-5996,
29032,29032,,,,,,,865.453.0001,
29033,29033,,,,,,"memphis , theater , entertainment",901.525.7800,info@orpheum-memphis.com
29034,29034,,,,,,"attractions, dining, shopping, lodging",(865) 429-6425,
29035,29035,,,,,,"nascar , racing , sst_dragstrips , motorsports",423.989.6942,
29036,29036,,,,,,"paleontology, dinosaurs, fossils",423-439-3659,info@grayfossilmuseum.com
29037,29037,,,,,,knoxville,865-524-9411,
29038,29038,,,,,,museum,865-448-0044,kathy.gsmhc@yahoo.com
29039,29039,,,,,,"cumberland , musicals , county , theatre , tennessee , auditions , theater , plays , drama , playhouse",931-484-5000,info@ccplayhouse.com
29040,29040,,,,,,"travel , science",{865} 576-3200,Information@amse.org
29041,29041,,,,,,"chattanooga , museums , gallery , art , tennessee , museum, photography",(423) 267-0968,
29042,29042,,,,,,"quilting, fabric, sewing",(423) 487-3866,
29043,29043,,,,,,"brooms, handmade",731-645-4823,sales@hhbrooms.com
29044,29044,,,,,,"lake, marina, camping, fishing",931-864-7195,
29045,29045,,,,,,"backpacking , mountains , park , camping , parks , tennessee , travel , smokymountains , hiking",(865) 436-1200,
29046,29046,,,,,,"bakery, gardens",423-745-4289,info@sunshinehollow.com
29047,29047,,,,,,,423-745-0329,
29048,29048,,,,,,"rafting, cabins, motel, marina",800-272-7238,support@ocoeeinn.com
29049,29049,,,,,,farm,888-541-9583,ocoeemist@netzero.com
29050,29050,,,,,,"campground, boating, rentals, restaurant",423.336.2341,information@bbmarina.com
29051,29051,,,,,,,423-892-1499,
29052,29052,,,,,,,423.265.4282,contact@avarts.org
29053,29053,,,,,,african_american,(423) 266-8658,caam07@bellsouth.net
29054,29054,,,,,,"history , chattanooga , vacation , tennessee , hotel , travel , trains",800-872-2529,
29055,29055,,,,,,,423-756-DUCK,Tours@chattanoogaducks.com
29056,29056,,,,,,nature,(423) 821-1160,
29057,29057,,,,,,"history , chattanooga",423-265-3247,
29058,29058,,,,,,,423-267-8534,BoxOffice@theatrecentre.com
29059,29059,,,,,,"farm , chattanooga , food , agriculture , gardening",423/ 493.9155,info@crabtreefarms.org
29060,29060,,,,,,dragons,(423) 892-2384,
29061,29061,,,,,,,423.894.7177,
29062,29062,,,,,,tennessee,423-267-7176,houston@chattanooga.net
29063,29063,,,,,,"studio , art , glass",423.265.2565,info@ignisglass.com
