story_id,url_id,story_ready_for_display,story_list_complete,story_date_to_review,story_media_series,story_alt_title,story_alt_description,orig_publ_year,orig_publ_month,orig_publ_day,story_tv_season,story_tv_episode_number,story_tv_episode_sequence,story_tv_episode_title,story_tv_episode_air_date_year,story_tv_episode_air_date_month,story_tv_episode_air_date_day,story_note,story_recurring_event_number
276,71883,Yes,,,Man v. Food,,,,,,2,20,220,Hartford,2009,12,16,Man v Food Episode List,220
277,71884,Yes,,,Man v. Food Live,,,,,,2,21,221,Man v. Food Live,2010,2,3,Man v Food Episode List,221
278,71885,Yes,,,Man v. Food,,,,,,3,1,301,San Diego,2010,6,16,Man v Food Episode List,301
279,71886,Yes,,,Man v. Food,,,,,,3,2,302,Boulder,2010,6,16,Man v Food Episode List,302
280,71887,Yes,,,Man v. Food,,,,,,3,3,303,Cleveland,2010,6,23,Man v Food Episode List,303
281,71888,Yes,,,Man v. Food,,,,,,3,4,304,Richmond,2010,6,30,Man v Food Episode List,304
282,71889,Yes,,,Man v. Food,,,,,,3,5,305,Salt Lake City,2010,7,7,Man v Food Episode List,305
283,71890,Yes,,,Man v. Food,,,,,,3,6,306,Phoenix,2010,7,14,Man v Food Episode List,306
284,71891,Yes,,,Man v. Food,,,,,,3,7,307,Puerto Rico,2010,7,21,Man v Food Episode List,307
285,71892,Yes,,,Man v. Food,,,,,,3,8,308,Long Island,2010,7,28,Man v Food Episode List,308
286,71893,Yes,,,Man v. Food,,,,,,3,9,309,Oklahoma City,2010,8,4,Man v Food Episode List,309
287,71894,Yes,,,Man v. Food,,,,,,3,10,310,Kansas City,2010,8,11,Man v Food Episode List,310
288,71895,Yes,,,Man v. Food,,,,,,3,11,311,Indianapolis,2010,8,18,Man v Food Episode List,311
289,71896,Yes,,,Man v. Food,,,,,,3,12,312,Jersey Shore,2010,8,25,Man v Food Episode List,312
290,,Yes,,,Man v. Food,Man v Food,,,,,3,13,313,,2010,9,1,Man v Food Episode List,313
291,71897,Yes,,,Man v. Food,,,,,,3,14,314,"Portland, Maine",2010,9,8,Man v Food Episode List,314
292,71898,Yes,,,Man v. Food,,,,,,3,15,315,Niagara Falls,2010,9,15,Man v Food Episode List,315
293,,Yes,,,Man v. Food,Man v Food,,,,,3,16,316,,2010,9,22,Man v Food Episode List,316
294,71899,Yes,,,Man v. Food,,,,,,3,17,317,Sacramento,2010,9,29,Man v Food Episode List,317
295,71900,Yes,,,Man v. Food,,,,,,3,18,318,Des Moines,2010,10,6,Man v Food Episode List,318
296,71901,Yes,,,Man v. Food,,,,,,3,19,319,Knoxville,2010,10,13,Man v Food Episode List,319
297,71902,Yes,,,Man v. Food,,,,,,3,20,320,Ann Arbor,2010,10,20,Man v Food Episode List,320
298,71903,No,,,Man v. Food Nation,,,,,,4,1,401,New Haven,2011,6,1,Man v Food Episode List,401
299,71904,No,,,Man v. Food Nation,,,,,,4,2,402,Tampa Bay,2011,6,1,Man v Food Episode List,402
300,71905,No,,,Man v. Food Nation,,,,,,4,3,403,Nashville,2011,6,8,Man v Food Episode List,403
301,71906,No,,,Man v. Food Nation,,,,,,4,4,404,Tulsa,2011,6,15,Man v Food Episode List,404
302,71907,No,,,Man v. Food Nation,,,,,,4,5,405,Albuquerque,2011,6,22,Man v Food Episode List,405
303,71908,No,,,Man v. Food Nation,,,,,,4,6,406,Mobile,2011,6,29,Man v Food Episode List,406
304,71909,No,,,Man v. Food Nation,,,,,,4,7,407,Florida Keys,2011,7,6,Man v Food Episode List,407
305,71910,No,,,Man v. Food Nation,,,,,,4,8,408,Gulf Coast,2011,7,13,Man v Food Episode List,408
306,71911,No,,,Man v. Food Nation,,,,,,4,9,409,Portsmouth,2011,7,20,Man v Food Episode List,409
307,71912,No,,,Man v. Food Nation,,,,,,4,10,410,Louisville,2011,7,27,Man v Food Episode List,410
308,71913,No,,,Man v. Food Nation,,,,,,4,11,411,Milwaukee,2011,8,3,Man v Food Episode List,411
309,71914,No,,,Man v. Food Nation,,,,,,4,12,412,Providence,2011,8,10,Man v Food Episode List,412
310,71915,No,,,Man v. Food Nation,,,,,,4,13,413,Dallas,2011,8,17,Man v Food Episode List,413
311,71916,No,,,Man v. Food Nation,,,,,,4,14,414,Route 66,2011,8,24,Man v Food Episode List,414
312,71917,No,,,Man v. Food Nation,,,,,,4,15,415,Harlem,2011,9,7,Man v Food Episode List,415
313,71918,No,,,Man v. Food Nation,,,,,,4,16,416,Pacific Coast Highway,2011,9,14,Man v Food Episode List,416
314,71919,No,,,Man v. Food Nation,,,,,,4,17,417,Street Eats,2011,9,28,Man v Food Episode List,417
315,71920,No,,,Man v. Food Nation,,,,,,4,18,418,St. Paul,2011,10,5,Man v Food Episode List,418
316,71921,No,,,Man v. Food Nation,,,,,,4,19,419,Cincinnati,2011,10,12,Man v Food Episode List,419
317,71922,No,,,Man v. Food Nation,,,,,,4,20,420,NASCAR,2011,10,19,Man v Food Episode List,420
318,71923,No,,,Man v. Food Nation,,,,,,4,21,421,Omaha,2011,10,26,Man v Food Episode List,421
319,71924,No,,,Man v. Food Nation,,,,,,4,22,422,Green Bay,2011,11,2,Man v Food Episode List,422
320,71925,No,,,Man v. Food Nation,,,,,,4,23,423,Savannah,2011,11,9,Man v Food Episode List,423
321,71926,No,,,Man v. Food Nation,,,,,,4,24,424,The Feast Special,2011,11,16,Man v Food Episode List,424
322,71927,No,,,Man v. Food Nation,,,,,,4,25,425,Oahu,2011,11,30,Man v Food Episode List,425
323,,Yes,,,Food Wars,"Food Wars - Buffalo, NY Wing War",Anchor Bar vs. Duff's,,,,1,1,101,"Buffalo, NY Wing War",2010,3,9,Food Wars Episode List,101
324,,Yes,,,Food Wars,"Food Wars - Chicago, IL Italian Beef War",Al's #1 Italian Beef vs. Mr. Beef,,,,1,2,102,"Chicago, IL Italian Beef War",2010,3,9,Food Wars Episode List,102
325,,Yes,,,Food Wars,"Food Wars - Pittsburg, KS Fried Chicken War",Chicken Annie's vs. Chicken Mary's,,,,1,3,103,"Pittsburg, KS Fried Chicken War",2010,3,16,Food Wars Episode List,103
326,,Yes,,,Food Wars,"Food Wars - Lockhart, TX BBQ War",Kreuz Market vs. Smitty's Market,,,,1,4,104,"Lockhart, TX BBQ War",2010,3,23,Food Wars Episode List,104
327,,Yes,,,Food Wars,"Food Wars - Minneapolis, MN Jucy Lucy War",Matt's vs. The 5-8 Club,,,,1,5,105,"Minneapolis, MN Jucy Lucy War",2010,3,30,Food Wars Episode List,105
328,,Yes,,,Food Wars,"Food Wars - Tucson, AZ Sonoran Dog War",BK vs. El Güero Canelo,,,,1,6,106,"Tucson, AZ Sonoran Dog War",2010,4,6,Food Wars Episode List,106
329,,Yes,,,Food Wars,"Food Wars - Washington, D.C. Jumbo Pizza Slice War",Pizza Mart vs Jumbo Slice,,,,1,7,107,"Washington, D.C. Jumbo Pizza Slice War",2010,4,13,Food Wars Episode List,107
330,,Yes,,,Food Wars,"Food Wars - New York, NY Pastrami Sandwich War",Katz’s Deli vs Second Avenue Deli,,,,1,8,108,"New York, NY Pastrami Sandwich War",2010,4,20,Food Wars Episode List,108
331,,Yes,,,Food Wars,"Food Wars - Los Angeles, CA Gourmet Burger Truck War",Baby's Badass Burgers vs Grill 'Em All,,,,1,9,109,"Los Angeles, CA Gourmet Burger Truck War",2010,8,18,Food Wars Episode List,109
332,,Yes,,,Food Wars,"Food Wars - Detroit, MI Coney Island Hot Dog War",American Coney Island vs Lafayette Coney Island,,,,1,10,110,"Detroit, MI Coney Island Hot Dog War",2010,8,25,Food Wars Episode List,110
333,,Yes,,,Food Wars,"Food Wars - Pueblo, CO Slopper War",Gray's Coors Tavern vs Sunset Inn,,,,1,11,111,"Pueblo, CO Slopper War",2010,9,1,Food Wars Episode List,111
334,,Yes,,,Food Wars,"Food Wars - Kansas City, MO BBQ Ribs War",Arthur Bryant's vs Gates Bar-B-Q,,,,1,12,112,"Kansas City, MO BBQ Ribs War",2010,9,8,Food Wars Episode List,112
335,,Yes,,,Food Wars,"Food Wars - New Orleans, LA Po'Boy Sandwich War",Domilise's vs Parkway Bakery & Tavern,,,,1,13,113,"New Orleans, LA Po'Boy Sandwich War",2010,9,15,Food Wars Episode List,113
336,,Yes,,,Food Wars,"Food Wars - Philadelphia, PA Philly Cheesesteak War",Pat's vs Tony Luke's,,,,1,14,114,"Philadelphia, PA Philly Cheesesteak War",2010,9,22,Food Wars Episode List,114
337,,Yes,,,Food Wars,"Food Wars - Chicago, IL Deep Dish Pizza War",Pizzeria Uno vs Lou Malnati's,,,,1,15,115,"Chicago, IL Deep Dish Pizza War",2010,9,29,Food Wars Episode List,115
338,,Yes,,,Food Wars,"Food Wars - Newark, NJ Italian Hot Dog War","Jimmy Buff's vs. Charlie's ""Famous"" Italian Hot Dog",,,,1,16,116,"Newark, NJ Italian Hot Dog War",2010,10,6,Food Wars Episode List,116
339,,Yes,,,Food Wars,"Food Wars - Milwaukee, WI Cheeseburger War",Sobelman's vs. AJ Bomber's,,,,1,17,117,"Milwaukee, WI Cheeseburger War",2010,10,13,Food Wars Episode List,117
340,,Yes,,,Food Wars,"Food Wars - Omaha, NE Steak War",Caniglia's Venice Inn vs. Piccolo Pete's Restaurant,,,,1,18,118,"Omaha, NE Steak War",2010,10,20,Food Wars Episode List,118
341,,Yes,,,Food Wars,"Food Wars - Key West, FL Key Lime Pie War",Blue Heaven vs. Blond Giraffe,,,,1,19,119,"Key West, FL Key Lime Pie War",2010,10,27,Food Wars Episode List,119
342,,Yes,,,Food Wars,Food Wars - Maine Lobster Roll War,Alisson's Restaurant vs. The Clam Shack,,,,1,20,120,Maine Lobster Roll War,2010,11,3,Food Wars Episode List,120
343,,Yes,,,Food Wars,"Food Wars - Reno, NV Awful-Awful Burger War",John Ascuaga's Nugget vs. The Little Nugget,,,,1,21,121,"Reno, NV Awful-Awful Burger War",2010,11,10,Food Wars Episode List,121
344,,Yes,,,Food Wars,Food Wars - New York City Pizza War,John's of Bleecker Street vs. Grimaldi's Pizzeria,,,,1,22,122,New York City Pizza War,2010,11,17,Food Wars Episode List,122
345,73328,No,,,,,,,,,,,,,,,,,
346,73329,Yes,,,,,,,,,,,,,,,,,
347,73330,Yes,,,,,,2010,12,1,,,,,,,,,
348,73331,Yes,,,,,,,,,,,,,,,,,
349,73332,Yes,,,,Where to find Carousels listed by the National Carousel Association,,,,,,,,,,,,,
350,73333,Yes,,,,,,2010,12,20,,,,,,,,,
351,73334,No,,,,,,,,,,,,,,,,,
352,73335,Yes,No,,,,,2010,5,5,,,,,,,,,
353,73336,No,No,,,,,,,,,,,,,,,,
354,76891,Yes,Yes,,,2009 Top 100 Chinese Restaurants Competition - Top 100 Overall Excellence Winners,,2009,,,,,,,,,,,
355,73338,Yes,,,,,,2010,3,28,,,,,,,,,
356,73339,Yes,,,,,,2010,8,15,,,,,,,,,
357,73340,Yes,,,,,,2010,10,17,,,,,,,,,
358,73341,Yes,,,,,,2010,10,24,,,,,,,,,
359,73342,Yes,,,,,,2011,2,20,,,,,,,,,
360,73343,Yes,,,,,,2011,2,27,,,,,,,,,
361,73344,Yes,,,,,,2011,3,27,,,,,,,,,
362,73345,Yes,,,,,,2011,7,3,,,,,,,,,
363,73346,Yes,,,,,,2011,7,14,,,,,,,,,
364,70039,Yes,,,,,,,,,,,,,,,,,
365,70040,Yes,,,,,,,,,,,,,,,,,
366,70041,Yes,,,,,,,,,,,,,,,,,
367,70042,Yes,,,,,,2011,2,15,,,,,,,,,
368,70043,Yes,,,,,,,,,,,,,,,,,
369,70078,Yes,Yes,,,,,2010,1,28,,,,,,,,,
370,70333,No,Yes,,,The Coolest Small Towns in America - 2006,,,,,,,,,,,,,
371,70080,Yes,,,,,,2009,5,7,,,,,,,,,
372,70081,Yes,,,,,,2007,9,,,,,,,,,,
373,70082,Yes,,,,,,2008,3,3,,,,,,,,,
374,70083,No,No,,,,,2008,9,,,,,,,,,,
375,70084,No,,,,,,2009,10,,,,,,,,,,
376,70085,Yes,,,,,,2010,9,,,,,,,,,,
377,70086,Yes,,,,,,2010,10,,,,,,,,,,
378,70087,Yes,,,,,,2010,11,,,,,,,,,,
379,70088,Yes,,,,,,2011,9,,,,,,,,,,
380,70089,Yes,,,,,,2011,9,,,,,,,,,,
381,70090,Yes,Yes,,,,,2011,3,11,,,,,,,,,
382,70091,Yes,,,,,,2011,6,,,,,,,,,,
383,70092,Yes,,,,,,2011,2,,,,,,,,,,
384,70330,Yes,,,,,,2010,11,,,,,,,,,,
385,70093,Yes,,,,,,2010,11,,,,,,,,,,
386,70094,Yes,Yes,,,,,2010,11,12,,,,,,,,,
387,70096,Yes,,,,,,,,,,,,,,,,,
388,73406,No,Yes,09/24/2012,,,,2011,10,26,,,,,,,,,
389,70097,No,Yes,,,,,,,,,,,,,,,,
390,70099,Yes,,,,,,,,,,,,,,,,,
391,70100,Yes,,,,,,,,,,,,,,,,,
392,70101,Yes,,,,,,2010,11,12,,,,,,,,,
393,70102,Yes,Yes,,,,,,,,,,,,,,,,
394,70103,Yes,,,,,,2011,,,,,,,,,,,
395,70104,Yes,,,,,,2013,5,10,,,,,,,,,
396,70105,Yes,,,,,,2013,5,10,,,,,,,,,
397,70106,Yes,,,,,,2010,10,,,,,,,,,,
398,70107,Yes,,,,,,2007,11,18,,,,,,,,,
399,70108,Yes,,,,,,2011,1,9,,,,,,,,,
400,70109,Yes,Yes,,,,,2011,6,17,,,,,,,,,
401,70112,Yes,,,,,,2011,8,,,,,,,,,,
402,70113,Yes,,,,,,2011,3,18,,,,,,,,,
403,70114,Yes,,,,,,2010,12,8,,,,,,,,,
404,70115,No,No,,,,,,,,,,,,,,,,
405,70118,Yes,,,,,,,,,,,,,,,,,
406,70119,Yes,,,,,,,,,,,,,,,,,
407,70120,Yes,,,,,,2010,10,21,,,,,,,,,
408,70121,Yes,,,,,,2010,12,28,,,,,,,,,
409,70122,Yes,,,,,,2011,2,22,,,,,,,,,
410,70133,Yes,,,,,,,,,,,,,,,,,
411,70135,No,,,,,,,,,,,,,,,,,
412,70136,Yes,No,,,,,2008,9,9,,,,,,,,,
413,70137,Yes,,,,,,2011,8,17,,,,,,,,,
414,70138,Yes,,,,,,2011,6,21,,,,,,,,,
415,70139,Yes,,,,,,2011,6,23,,,,,,,,,
416,70140,Yes,,,,,,2011,5,2,,,,,,,,,
417,70141,Yes,,,,,,2010,9,,,,,,,,,,
418,70142,Yes,,,,,,,,,,,,,,,,,
420,70144,Yes,,,,,,,,,,,,,,,,,
421,70145,Yes,,,,,,,,,,,,,,,,,
422,70146,Yes,,,,,,,,,,,,,,,,,
423,70147,Yes,Yes,,,,,,,,,,,,,,,,
424,73485,Yes,,,,,,2010,10,,,,,,,,,,
425,73486,Yes,,,,,,2012,12,,,,,,,,,,
426,73487,Yes,,,,,,2013,7,,,,,,,,,,
427,73488,Yes,,,,,,2011,4,,,,,,,,,,
428,73489,Yes,,,,,,2011,2,,,,,,,,,,
429,73490,Yes,,,,,,2013,2,,,,,,,,,,
430,73491,Yes,,,,,,2012,12,,,,,,,,,,
431,73492,Yes,,,,,,2010,12,,,,,,,,,,
432,70184,Yes,,,,,,2012,1,,,,,,,,,,
433,73494,Yes,Yes,,,,,2010,3,,,,,,,,,,
434,70186,Yes,,,,,,,,,,,,,,,,,
435,70187,Yes,,,,,,,,,,,,,,,,,
436,73500,Yes,,,,,,,,,,,,,,,,,
437,73323,Yes,,,,,,,,,,,,,,,,,
438,73508,Yes,,,,,,,,,,,,,,,,,
439,73509,Yes,,,,,,,,,,,,,,,,,
440,73325,Yes,,,,,,,,,,,,,,,,,
441,73327,Yes,,,,,,,,,,,,,,,,,
442,73326,Yes,,,,,,,,,,,,,,,,,
443,70189,Yes,,,,,,,,,,,,,,,,,
444,70038,Yes,,,,36 Hours in Bar Harbor ME,POI's added to the feature = 36 Hours in Bar Harbor ME,2011,7,14,,,,,,,,36 Hours in Bar Harbor ME,
445,76959,Yes,,,,"36 Hours in Cape May, N.J.","POI's added to the feature = 36 Hours in Cape May, N.J.",2011,7,7,,,,,,,,"36 Hours in Cape May, N.J.",
446,70035,Yes,,,,36 Hours in Mammoth Lakes,POI's added to the feature = 36 Hours in Mammoth Lakes,2011,2,24,,,,,,,,36 Hours in Mammoth Lakes,
447,76955,Yes,,,,American Whiskey Trails,POI's added to the feature = American Whiskey Trails,2010,11,7,,,,,,,,American Whiskey Trails,
448,76956,Yes,,,,Best Resorts in the Caribbean,POI's added to the feature = Best Resorts in the Caribbean,2011,2,1,,,,,,,,Best Resorts in the Caribbean,
449,76957,No,,,,Humongous Homes & Unique Roosts,POI's added to the feature = Humongous Homes & Unique Roosts,2011,3,11,,,,,,,,Humongous Homes & Unique Roosts,
450,70141,Yes,,,,Sunset It's Humboldt,POI's added to the feature = Sunset It's Humboldt,2010,9,,,,,,,,,Sunset It's Humboldt,
451,76958,Yes,,,,The Smallest Towns in the U.S.,POI's added to the feature = The Smallest Towns in the U.S.,2011,8,5,,,,,,,,The Smallest Towns in the U.S.,
452,76960,Yes,,,,Austin Points of Interest,Where's URL original content tentatively called = Austin Points of Interest,2011,2,9,,,,,,,,Austin Points of Interest,
453,,Yes,,,,B&B's of Napa,Where's URL original content tentatively called = B&B's of Napa,,,,,,,,,,,B&B's of Napa,
454,,Yes,,,,B&B's of Santa Rosa and Petaluma,Where's URL original content tentatively called = B&B's of Santa Rosa and Petaluma,,,,,,,,,,,B&B's of Santa Rosa and Petaluma,
455,,Yes,,,,Chicago Sports Facilities,Where's URL original content tentatively called = Chicago Sports Facilities,,,,,,,,,,,Chicago Sports Facilities,
456,,Yes,,,,Cleveland Sports & Attractions,Where's URL original content tentatively called = Cleveland Sports & Attractions,,,,,,,,,,,Cleveland Sports & Attractions,
457,,No,Yes,,,Covered Bridges - Lancaster County PA,Where's URL original content tentatively called = Covered Bridges - Lancaster County PA,,,,,,,,,,,Covered Bridges - Lancaster County PA,
458,,Yes,,,,"Hawaii Food, Sports & Attractions","Where's URL original content tentatively called = Hawaii Food, Sports & Attractions",,,,,,,,,,,"Hawaii Food, Sports & Attractions",
459,,Yes,,,,Indianapolis IN,Where's URL original content tentatively called = Indianapolis IN,,,,,,,,,,,Indianapolis IN,
460,77788,Yes,,,,Indoor Water Parks of North America,Where's URL original content tentatively called = Indoor Water Parks,2011,1,19,,,,,,,,Indoor Water Parks,
461,,Yes,,,,Las Vegas Points of Interest,Where's URL original content tentatively called = Las Vegas Points of Interest,,,,,,,,,,,Las Vegas Points of Interest,
462,,Yes,,,,Los Angeles Points of Interest,Where's URL original content tentatively called = Los Angeles Points of Interest,,,,,,,,,,,Los Angeles Points of Interest,
463,,Yes,,,,Memphis Sports Facilities,Where's URL original content tentatively called = Memphis Sports Facilities,,,,,,,,,,,Memphis Sports Facilities,
464,,Yes,,,,MLB Stadiums,Where's URL original content tentatively called = MLB Stadiums,,,,,,,,,,,MLB Stadiums,
465,,Yes,,,,NASCAR & IndyCar Racetracks,Where's URL original content tentatively called = NASCAR & IndyCar Racetracks,,,,,,,,,,,NASCAR & IndyCar Racetracks,
466,,Yes,,,,Nashville Music,Where's URL original content tentatively called = Nashville Music,,,,,,,,,,,Nashville Music,
467,,Yes,,,,Nashville Sports Facilities,Where's URL original content tentatively called = Nashville Sports Facilities,,,,,,,,,,,Nashville Sports Facilities,
468,,Yes,,,,Phoenix Sports & Attractions,Where's URL original content tentatively called = Phoenix Sports & Attractions,,,,,,,,,,,Phoenix Sports & Attractions,
469,,Yes,,,,Pittsburgh Sports & Attractions,Where's URL original content tentatively called = Pittsburgh Sports & Attractions,,,,,,,,,,,Pittsburgh Sports & Attractions,
470,,Yes,,,,San Antonio Points of Interest,Where's URL original content tentatively called = San Antonio Points of Interest,,,,,,,,,,,San Antonio Points of Interest,
471,,Yes,,,,Santa Fe Points of Interest,Where's URL original content tentatively called = Santa Fe Points of Interest,,,,,,,,,,,Santa Fe Points of Interest,
472,,Yes,,,,Train Museums,Where's URL original content tentatively called = Train Museums,,,,,,,,,,,Train Museums,
473,,Yes,,,,Zip Code Trivia,Where's URL original content tentatively called = Zip Code Trivia,,,,,,,,,,,Zip Code Trivia,
474,73585,Yes,,,,,These popular malls lure tourists and locals alike by offering much more than retail therapy.,2011,12,,,,,,,,,,
475,73610,Yes,,,,,"This trip, Guy's tasting his way through the day.",,,,12,11,1211,"Breakfast, Lunch and Dinner",2011,10,31,,
476,73612,Yes,,,,,"This trip, Guy's in for some old school favorites and new school stunners.",,,,12,13,1213,Old to New,2011,11,21,,
477,73618,Yes,,,,,"This trip, Guy's going for surf and turf between the slices.",,,,13,01,1301,Seafood & Sammies,2011,11,28,,
478,73621,Yes,,,,,"This trip, Guy's driving the Camaro all over the nation for some real deal eats.",,,,13,02,1302,Coast to Coast Classics,2011,12,5,,
479,73623,Yes,,,,,"This trip, Guy's taking Kid Rock's lead on a tour through D-town. ",,,,13,03,1303,Kid Rock's Detroit Tour,2011,12,12,,
480,73628,Yes,,,,,"This trip, Guy's traveling all over the country searching for a taste of the South.",,,,13,04,1304,Southern Staples,2011,12,19,,
481,73634,Yes,,,,,"This trip, some of Guy's favorites are totally homemade from coast to coast.",,,,13,05,1305,Scratch Made Classics,2011,12,26,,
482,73638,Yes,,,,,"This trip, Guy goes all animal.",,,,13,06,1306,Meat Madness,2012,1,16,,
483,73645,Yes,,,,,,2011,11,,,,,,,,,,
484,76890,Yes,Yes,,,2010 Top 100 Chinese Restaurants Competition - Top 100 Overall Excellence (USA),,,,,,,,,,,,,
485,76889,Yes,Yes,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Overall Excellence (USA),,,,,,,,,,,,,
486,73663,Yes,,,,,,2012,1,11,,,,,,,,,
487,73666,Yes,,,,,,,,,,,,,,,,,
488,73668,Yes,,,,,,2012,1,,,,,,,,,,
489,73669,No,No,,,,"San Diego Restaurant Week - January 15-20, 2012",,,,,,,,,,,,
490,73337,Yes,,,,2011 Top 100 Chinese Restaurants Competition - Top 10 Overall Excellence (USA),,,,,,,,,,,,,
491,73337,Yes,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Overall Excellence (USA),,,,,,,,,,,,,
492,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Takeouts (USA),,,,,,,,,,,,,
493,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Buffet (USA),,,,,,,,,,,,,
494,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Local Favorite (USA),,,,,,,,,,,,,
495,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Healthy Menus (USA),,,,,,,,,,,,,
496,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top Celebrity Chefs & Owners (USA),,,,,,,,,,,,,
497,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Hall of Fame Restaurants (USA),,,,,,,,,,,,,
498,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Overall Excellence (CAN),,,,,,,,,,,,,
499,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Specialty (CAN),,,,,,,,,,,,,
500,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Buffet (CAN),,,,,,,,,,,,,
501,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Local Favorite (CAN),,,,,,,,,,,,,
502,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Rising Stars (CAN),,,,,,,,,,,,,
503,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Chinese/Asian Fusion Cuisine (CAN),,,,,,,,,,,,,
504,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Overall Excellence (AUS),,,,,,,,,,,,,
505,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Specialty (AUS),,,,,,,,,,,,,
506,73337,,,,,2011 Top 100 Chinese Restaurants Competition - Top 100 Local Favorite (UK),,,,,,,,,,,,,
507,73337,,,,,"2011 Top 100 Chinese Restaurants Competition - Top 100 Asian Restaurants, Dining Excellence (Asian)",,,,,,,,,,,,,
508,73671,Yes,,,,,,2012,1,15,,,,,,,,,
509,73678,Yes,,,,,,2012,1,15,,,,,,,,,
510,73682,Yes,,,,,,2012,1,14,,,,,,,,,
511,,Yes,,,,Things to do before and after Super Bowl XLVI in Indianapolis,"When you’re not at Lucas Oil Stadium watching the Super Bowl, explore what Indianapolis has to offer for attractions, food, and things to do.",,,,,,,,,,,,
512,73706,Yes,,,,National Dinner Theatre Association Members,,,,,,,,,,,,,
513,73736,No,,,,,,,,,,,,,,,,,
514,,Yes,,,,Dinner theaters not part of the National Dinner Theatre Association,,,,,,,,,,,,,
515,73748,Yes,,,,,,2012,1,19,,,,,,,,,
516,73755,Yes,,,,North County Arts & Culture Coalition,,,,,,,,,,,,,
517,73770,Yes,,,,,,,,,,,,,,,,,
518,73786,Yes,,,,,,2011,9,,,,,,,,,,
519,73798,Yes,,,,,,2011,,,,,,,,,,,
520,73809,Yes,,,,The restaurants of Michael Schlow,"Michael Schlow – Executive Chef and Owner of Radius, Via Matta, Alta Strada, and Tico restaurants – is recognized as one of the leading chefs in the United States. Since moving to Boston from New York City in 1995, Schlow has been at the culinary forefront, helping define and shape the city’s restaurant landscape.",,,,,,,,,,,,
521,2213,Yes,No,,,The restaurants of Michael Mina,"When Michael Mina began his love affair with San Francisco, the earth moved. Literally. On his second day in the City, the Loma Prieta earthquake struck, but the 22-year-old chef was unfazed; he’d been given the opportunity of a lifetime to help design an upscale seafood restaurant from scratch, and he threw himself into it heart and soul. The now legendary Aqua opened to widespread acclaim in 1991 and quickly became a destination restaurant in a city that knows a thing or two about food. And Michael Mina’s reputation as one of the culinary world’s most innovative and talented chefs was born.

Now, 20 years and 19 restaurants later, the award-winning chef and restaurateur is bringing back the magic that made Aqua one of San Francisco’s top restaurants. He has opened the eponymous Michael Mina in Aqua’s former location — for him, hallowed ground.",,,,,,,,,,,,
522,73848,Yes,,,,The restaurants of the Buckhead Life Restaurant Group,,,,,,,,,,,,,
523,73862,Yes,,,,,,2010,,,,,,,,,,This list needs to be finished,
524,73864,Yes,No,,,The restaurants of the Patina Restaurant Group,,,,,,,,,,,,,
525,73888,Yes,,,,,,,,,,,,,,,,Initially only added restaurants located in the U.S.,
526,73896,Yes,,,,,,2011,,,,,,,,,,,
527,73912,Yes,,,,,,,,,,,,,,,,,
528,73913,Yes,,,,,,2012,1,30,,,,,,,,,
529,73919,Yes,,,,,,2012,1,26,,,,,,,,,
530,73921,Yes,,,,,,2012,1,26,,,,,,,,,
531,73923,Yes,,,,,,2012,1,24,,,,,,,,,
532,73927,Yes,,,,,,2012,1,31,,,,,,,,,
533,73929,Yes,,,,,,2012,1,31,,,,,,,,,
534,73932,Yes,,,,The restaurants of John DeLucie,"The restaurants that John DeLucie has either created, or worked at.",,,,,,,,,,,,
535,73937,Yes,,,,,,2012,2,1,,,,,,,,,
536,73947,Yes,,,,,,2012,2,1,,,,,,,,,
537,73949,Yes,,,,,,2012,1,14,,,,,,,,,
538,73952,Yes,,,,,,,,,,,,,,,,,
539,73968,Yes,,,,,,,,,,,,,,,,,
540,74703,Yes,,,,,,2012,2,4,,,,,,,,,
541,74705,Yes,,,,,,,,,,,,,,,,,
542,74710,Yes,,,,,,2012,2,7,,,,,,,,,
543,74713,Yes,,,,,,2011,10,24,,,,,,,,,
544,74718,Yes,,,,,,2012,2,7,,,,,,,,,
545,74720,Yes,,,,,,2011,11,,,,,,,,,,
546,74731,Yes,,,,,,2012,2,3,,,,,,,,,
547,74734,Yes,,,,,,2012,2,7,,,,,,,,,
548,74739,Yes,,,,,,2011,2,8,,,,,,,,,
549,74747,Yes,,,,Supersized Food,,,,,,,,Supersized Food,2010,11,5,,
